user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,potential_threat
BBG0325,1.5081967213114753,2010-01-04 09:08:42,0.0,7.0,1.0,22.0,0.09016393442622951,0.1,14.54335260115607,806,0.44566133108677336,0.49860890302066774,0,0.49423688394276627,0.2,349.0,112.0,3.1160714285714284,220.0,1.0,29.0,65.0,19.0,15.0,0.0,0.2,153.58333333333334,8.333333333333334,100.0,37.5,0.0,0.8,9.791577673888888,15.519766002222223,2.4450450491666667,0.0,0.0,22.0,0.8999999999999999,2.2,False
BBS0039,2.0,2010-08-12 14:50:20,1.0,0.0,2.0,0.0,0.0,0.1,10.694267515923567,328,0.4954296160877514,0.4228707564026206,0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333333,10.4,104.0,30.333333333333332,0.0,1.0,10.967680995277778,13.032508379166666,7.551693327500001,362.0,0.0,504.0,1.5,2.8,False
BBS0422,1.232,2010-01-06 14:31:52,1.0,3.0,1.0,28.0,0.224,0.0,8.827848101265824,557,0.32165381920112124,0.5511901347863493,27,0.4921135646687697,0.4,499.0,105.0,4.752380952380952,321.0,4.0,33.0,92.0,28.0,21.0,0.002004008016032064,0.6000000000000001,90.28571428571429,5.0,5.0,26.928571428571427,0.0,0.4,8.6889547075,16.077466532777777,3.910334714722222,68.0,69.0,30.0,1.7999999999999998,3.1999999999999997,False
BDI0533,2.1900237529691213,2010-01-03 09:04:28,0.0,4.0,1.0,36.0,0.0855106888361045,0.0,2.912751677852349,289,0.4677268475210477,0.5422427035330261,0,0.7296466973886329,0.6000000000000001,2458.0,400.0,6.145,1605.0,14.0,117.0,483.0,115.0,124.0,0.0,0.6000000000000001,28.3125,1.4,14.0,19.375,0.0,0.0,11.06234467638889,16.504538113611112,2.4062230130555555,0.0,187.0,65.0,1.2,2.4000000000000004,False
BDV0168,4.0,2010-07-30 05:51:32,15.0,0.0,1.0,1.0,0.25,0.2,14.709090909090909,427,0.41728948679621325,0.34857849196538937,0,0.0,0.2,36.0,2.0,18.0,22.0,0.0,4.0,6.0,3.0,1.0,0.8888888888888888,0.6000000000000001,153.25,12.363636363636363,136.0,34.916666666666664,0.0,1.0,7.802169934444444,15.688553921388888,1.426622578611111,5.0,0.0,0.0,0.6,2.6,False
BEH0615,1.5887096774193548,2010-01-05 12:08:48,0.0,8.0,1.0,30.0,0.12096774193548387,0.1,14.553977272727273,824,0.2996905498690788,0.5328908842475112,0,0.49521764591059925,0.4,268.0,102.0,2.627450980392157,169.0,3.0,11.0,58.0,12.0,15.0,0.0,0.6000000000000001,152.58333333333334,11.0,132.0,32.333333333333336,0.0,1.0,10.206105072222224,16.378442118055556,2.5490389266666664,0.0,2.0,53.0,1.2,3.3,False
BIH0745,2.75,2010-06-29 21:13:13,9.0,0.0,1.0,0.0,0.0,0.2,14.493055555555555,396,0.5950991831971996,0.7038811691423096,0,0.0,0.6000000000000001,41.0,3.0,13.666666666666666,25.0,0.0,6.0,7.0,1.0,2.0,0.975609756097561,0.6000000000000001,152.5,10.166666666666666,122.0,50.5,0.0,1.0,8.075837086944444,16.853924549444447,1.5270402486111112,4.0,0.0,0.0,0.6,3.0000000000000004,False
BIS0247,1.2083333333333333,2010-01-15 09:28:06,0.0,0.0,1.0,20.0,0.20833333333333334,0.0,8.674418604651162,508,0.410688591983556,0.20040214477211796,0,0.5056970509383378,0.4,418.0,85.0,4.91764705882353,271.0,4.0,15.0,81.0,23.0,24.0,0.0,0.6000000000000001,83.91666666666667,1.0,1.0,26.75,34.0,0.2,10.0060943775,15.851092686944444,3.3414060369444445,43.0,6.0,0.0,1.2,2.4,False
BJM0111,7.932065217391305,2010-01-04 11:31:05,19.0,17.0,1.0,113.0,0.3070652173913043,0.5,2.9562841530054644,231,0.32712456344586727,0.6580406654343808,0,0.0,0.4,7841.0,368.0,21.307065217391305,5006.0,55.0,404.0,1586.0,389.0,401.0,0.0052289248820303535,0.8,27.153846153846153,0.0,0.0,15.692307692307692,0.0,0.0,9.032787204444444,16.324205630833333,3.0562443366666665,59.0,34.0,0.0,1.2,2.9000000000000004,False
BJP0134,8.604046242774567,2010-01-04 09:10:32,0.0,14.0,1.0,4.0,0.011560693641618497,0.1,1.0,127,0.4151624548736462,0.6124260355029586,0,0.4526627218934911,0.4,8072.0,346.0,23.329479768786126,5180.0,62.0,420.0,1628.0,425.0,357.0,0.0,0.8,9.416666666666666,1.0,1.0,8.166666666666666,0.0,0.0,11.033107045833333,17.95110873666667,2.4502848816666667,0.0,0.0,5.0,0.8999999999999999,2.2,False
BLS0678,1.3333333333333333,2010-09-17 21:54:58,3.0,0.0,1.0,1.0,0.3333333333333333,0.2,8.645,331,0.4498416050686378,0.6761133603238867,0,0.0,0.4,5.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.4,89.41666666666667,1.6666666666666667,5.0,31.166666666666668,0.0,0.0,10.090935033333333,15.874720866944445,2.5973277025,3.0,0.0,0.0,0.8999999999999999,1.9,False
BMG0917,8.615606936416185,2010-01-04 08:29:18,105.0,7.0,1.0,2.0,0.005780346820809248,0.30000000000000004,8.808695652173913,548,0.31623762376237624,0.20302731161566304,238,0.0,0.4,7692.0,346.0,22.23121387283237,4913.0,63.0,383.0,1536.0,409.0,388.0,0.046411856474258974,0.8,94.41666666666667,2.3333333333333335,7.0,30.75,8.6,0.2,10.471543886944445,18.8100030275,2.8437168294444444,18.0,3.0,0.0,1.2,2.9,False
BMT0528,2.200617283950617,2010-01-04 15:54:13,0.0,6.0,1.0,27.0,0.08333333333333333,0.1,2.944606413994169,248,0.39615846338535415,0.7603960396039604,0,0.0,0.4,1903.0,314.0,6.060509554140127,1235.0,19.0,93.0,335.0,119.0,102.0,0.0,0.6000000000000001,26.75,1.2857142857142858,9.0,15.833333333333334,0.0,0.0,9.190892323611111,16.687084826666666,0.9907894049999999,0.0,0.0,26.0,0.6,1.7000000000000002,False
BQS0525,8.020408163265307,2010-01-02 09:22:55,0.0,4.0,1.0,18.0,0.3673469387755102,0.2,2.8979591836734695,87,0.37656903765690375,0.5352112676056338,0,0.0,0.2,57.0,22.0,2.590909090909091,37.0,0.0,4.0,14.0,1.0,1.0,0.0,0.0,25.833333333333332,1.2857142857142858,9.0,15.0,0.0,0.0,9.547182539444444,16.646299603055553,1.8154176266666668,0.0,16.0,7.0,0.8999999999999999,1.2999999999999998,False
BRB0355,2.133016627078385,2010-01-02 14:20:34,0.0,4.0,1.0,29.0,0.0688836104513064,0.0,9.710176991150442,684,0.32258510932742873,0.5516062884483938,0,0.5026201868307132,0.6000000000000001,712.0,235.0,3.029787234042553,453.0,5.0,39.0,143.0,31.0,41.0,0.0,0.6000000000000001,95.33333333333333,1.0,2.0,31.555555555555557,0.0,0.0,11.303307867777779,16.114917081111113,2.5396286716666667,0.0,214.0,148.0,1.2,2.4000000000000004,False
BRM0995,8.592485549132949,2010-01-04 09:19:24,538.0,14.0,1.0,3.0,0.008670520231213872,0.30000000000000004,8.874635568513119,503,0.4224376731301939,0.5469776609724047,571,0.5075558475689882,0.8,590.0,177.0,3.3333333333333335,380.0,3.0,29.0,117.0,31.0,30.0,0.20847457627118643,0.8,93.25,4.0,40.0,32.0,18.181818181818183,0.6000000000000001,11.553623225833334,21.066286863055556,2.792258820833333,14.0,0.0,27.0,1.5,4.0,True
BRS0734,1.7066666666666668,2010-01-02 13:50:09,0.0,0.0,1.0,12.0,0.16,0.0,13.60909090909091,302,0.29995896594173166,0.6219104876419506,0,0.509686038744155,0.6000000000000001,1845.0,75.0,24.6,1187.0,13.0,108.0,351.0,98.0,88.0,0.0,0.8,152.66666666666666,8.571428571428571,120.0,30.6,0.0,1.0,7.937878787777778,17.039696969444446,0.10482520472222223,0.0,17.0,0.0,0.3,2.7,False
BSS0369,11.512605042016807,2010-01-03 01:10:23,431.0,8.0,489.0,29.0,0.12184873949579832,0.5,9.70464135021097,406,0.3842312746386334,0.21347826086956523,0,0.5047826086956522,0.4,2295.0,223.0,10.291479820627803,1491.0,27.0,117.0,439.0,115.0,106.0,0.4444444444444444,0.8,114.06666666666666,4.785714285714286,67.0,35.2,0.0,0.8,11.222747458888888,13.37398302138889,7.065843085,451.0,180.0,720.0,1.7999999999999998,4.3,True
BTL0226,2.0,2010-10-06 05:12:22,7.0,0.0,1.0,1.0,0.25,0.2,8.824644549763033,364,0.41535947712418303,0.523093447905478,11,0.49785177228786254,0.4,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4,88.83333333333333,4.75,38.0,26.75,1.6666666666666667,0.6000000000000001,10.159679802777777,18.405873674444443,2.8853638672222224,5.0,0.0,23.0,1.5,3.1,False
BTR0403,1.6101694915254237,2010-01-04 14:27:32,0.0,4.0,1.0,28.0,0.11864406779661017,0.0,8.704347826086957,523,0.5058629911540835,0.19413919413919414,46,0.4865134865134865,0.4,520.0,155.0,3.3548387096774195,337.0,1.0,27.0,94.0,20.0,41.0,0.0019230769230769232,0.2,88.91666666666667,4.090909090909091,45.0,37.583333333333336,3.0,0.6000000000000001,10.7649781975,18.66018844527778,3.3230724866666668,4.0,0.0,80.0,1.5,2.7,False
BVC0790,2.1703703703703705,2010-01-03 10:51:14,8.0,9.0,1.0,33.0,0.08148148148148149,0.30000000000000004,8.762790697674419,635,0.4611407335595411,0.5453821656050956,11,0.5005307855626328,0.6000000000000001,975.0,265.0,3.6792452830188678,625.0,11.0,41.0,192.0,60.0,46.0,0.009230769230769232,0.6000000000000001,89.93333333333334,2.5,35.0,32.13333333333333,24.0,0.2,11.399156539166666,16.267313777777776,3.2728924755555555,47.0,192.0,136.0,1.7999999999999998,3.5,True
BWP0202,1.2524271844660195,2010-01-05 13:41:09,2.0,1.0,1.0,23.0,0.22330097087378642,0.0,10.617391304347827,574,0.4275942609275943,0.4987714987714988,0,0.6584766584766585,0.4,627.0,99.0,6.333333333333333,384.0,4.0,38.0,116.0,48.0,37.0,0.01594896331738437,0.6000000000000001,106.75,11.083333333333334,133.0,34.416666666666664,30.0,1.2000000000000002,9.879266293055556,14.713127610555556,3.8467178674999998,68.0,7.0,115.0,1.7999999999999998,4.0,True
CAA0612,1.2427184466019416,2010-01-04 13:50:29,0.0,2.0,1.0,21.0,0.20388349514563106,0.0,15.571014492753623,804,0.4059902061268648,0.6116902457185406,0,0.48641102010424425,0.6000000000000001,641.0,99.0,6.474747474747475,406.0,3.0,33.0,126.0,41.0,32.0,0.0,0.6000000000000001,159.58333333333334,10.1,101.0,30.916666666666668,0.0,1.0,9.964951060277777,17.054720616388888,2.393851795,0.0,0.0,0.0,0.3,2.5,False
CAB0614,1.5206611570247934,2010-01-04 10:30:24,0.0,3.0,1.0,23.0,0.09504132231404959,0.0,15.46376811594203,826,0.47918330101517054,0.6118088097469541,0,0.743767572633552,0.8,931.0,203.0,4.586206896551724,601.0,9.0,52.0,181.0,47.0,41.0,0.0,0.6000000000000001,151.41666666666666,5.636363636363637,62.0,36.166666666666664,0.0,0.8,10.116882267222223,16.032370938055557,2.5114679433333333,0.0,0.0,78.0,0.8999999999999999,3.1,False
CAH0936,2.6,2010-08-09 21:33:35,12.0,1.0,1.0,1.0,0.2,0.2,8.790697674418604,303,0.44320987654320987,0.6190476190476191,0,0.0,0.4,42.0,4.0,10.5,26.0,1.0,3.0,8.0,2.0,2.0,0.9761904761904762,0.6000000000000001,94.25,2.0,12.0,34.583333333333336,0.0,0.0,9.399679064444445,14.973958007222222,2.75493639,6.0,0.0,34.0,1.5,2.7,False
CAM0681,1.5126050420168067,2010-01-05 10:11:35,0.0,3.0,1.0,15.0,0.06302521008403361,0.0,8.791304347826086,532,0.4053724053724054,0.5014836795252225,40,0.5028025057698648,0.6000000000000001,759.0,191.0,3.973821989528796,481.0,2.0,45.0,159.0,32.0,40.0,0.002635046113306983,0.6000000000000001,93.33333333333333,4.333333333333333,52.0,30.833333333333332,2.0,1.0,10.959180260833334,19.046387283055555,2.3850726758333334,0.0,0.0,0.0,0.3,2.5,False
CAS0507,1.5362903225806452,2010-01-04 12:10:37,1.0,3.0,1.0,21.0,0.0846774193548387,0.0,2.9327485380116958,254,0.5784543325526932,0.5274177467597209,0,0.4905284147557328,0.6000000000000001,6290.0,248.0,25.362903225806452,4010.0,40.0,319.0,1285.0,302.0,334.0,0.0038155802861685214,0.8,27.416666666666668,1.8888888888888888,17.0,18.666666666666668,0.0,0.0,11.32582048361111,15.916136742777779,2.7226618336111112,8.0,0.0,110.0,1.5,2.9000000000000004,False
CCA0046,3.79,2010-01-04 06:01:43,394.0,5.0,430.0,34.0,0.17,0.4,10.73134328358209,397,0.30362665167275793,0.5521557719054242,0,0.7269355586462679,0.6000000000000001,1678.0,177.0,9.480225988700566,1071.0,15.0,85.0,306.0,94.0,107.0,0.5917759237187128,0.8,108.25,13.25,159.0,21.333333333333332,0.0,1.0,11.073417633888889,13.237735627222222,7.443347919444445,421.0,0.0,601.0,1.5,4.3,True
CCL0068,2.327205882352941,2010-01-04 08:33:49,0.0,4.0,1.0,24.0,0.08823529411764706,0.0,8.753472222222221,439,0.3984432011675991,0.32804442681475604,0,0.0,0.2,630.0,195.0,3.230769230769231,405.0,5.0,37.0,125.0,33.0,25.0,0.0,0.6000000000000001,89.66666666666667,8.416666666666666,101.0,33.583333333333336,0.0,1.0,7.989872685,18.00642361111111,0.13520271694444444,0.0,0.0,0.0,0.0,1.8,False
CCM0136,1.263157894736842,2010-01-07 10:51:27,0.0,1.0,1.0,23.0,0.24210526315789474,0.0,1.0,133,0.36363636363636365,0.6377245508982036,0,0.5059880239520959,0.6000000000000001,137.0,47.0,2.9148936170212765,80.0,2.0,7.0,33.0,8.0,7.0,0.0,0.6000000000000001,8.5,1.8,9.0,6.583333333333333,0.0,0.0,11.078532121944445,17.79664529888889,2.444444107777778,0.0,0.0,18.0,0.8999999999999999,2.1,False
CEJ0109,2.1554054054054053,2010-01-04 14:29:01,0.0,2.0,1.0,15.0,0.05067567567567568,0.0,8.705696202531646,482,0.3973613595706619,0.0,0,0.0,0.2,679.0,210.0,3.2333333333333334,427.0,4.0,31.0,138.0,36.0,43.0,0.0,0.6000000000000001,88.08333333333333,4.777777777777778,43.0,26.0,0.0,0.4,9.194444444444445,18.297851152777778,0.08749676583333334,0.0,0.0,0.0,0.0,1.2000000000000002,False
CFM0767,1.4705882352941178,2010-01-04 14:31:21,0.0,5.0,1.0,17.0,0.06666666666666667,0.0,2.9130434782608696,265,0.3810375670840787,0.1880597014925373,0,0.48258706467661694,0.2,778.0,199.0,3.909547738693467,491.0,3.0,57.0,150.0,31.0,46.0,0.0,0.6000000000000001,27.25,1.0,1.0,15.166666666666666,2.0,0.2,10.720028918055554,15.227686526944446,3.3571701022222222,37.0,0.0,25.0,1.5,2.5,False
CGB0637,3.136231884057971,2010-01-04 10:31:08,172.0,9.0,1.0,23.0,0.06666666666666667,0.30000000000000004,2.9565217391304346,261,0.5228486646884273,0.5392156862745098,230,0.0,0.8,2333.0,343.0,6.801749271137027,1505.0,13.0,125.0,448.0,134.0,108.0,0.19031290184312044,0.8,26.666666666666668,2.2857142857142856,16.0,17.083333333333332,6.636363636363637,0.2,11.237227686666667,21.264836223333333,2.393138086111111,0.0,0.0,0.0,0.3,2.4,False
CHM0821,1.5269709543568464,2010-01-04 09:42:54,2.0,3.0,1.0,18.0,0.07468879668049792,0.0,1.0,144,0.4192982456140351,0.8076923076923077,22,0.4911242603550296,0.4,1228.0,225.0,5.457777777777777,797.0,6.0,57.0,238.0,62.0,68.0,0.019543973941368076,0.6000000000000001,9.333333333333334,1.0,4.0,8.333333333333334,2.2,0.2,11.567075359722223,18.72512594138889,3.615077955555556,42.0,0.0,115.0,1.5,2.7,False
CIM0271,2.2036474164133737,2010-01-04 09:56:27,0.0,8.0,1.0,23.0,0.06990881458966565,0.1,8.694767441860465,514,0.2905280460242449,0.6519558676028084,0,0.49648946840521563,0.4,1552.0,305.0,5.088524590163934,991.0,7.0,79.0,321.0,71.0,83.0,0.0,0.6000000000000001,90.25,1.5,6.0,25.25,0.0,0.0,9.319694619444444,16.982350015277778,2.4469790275,0.0,0.0,17.0,0.8999999999999999,2.0,False
